SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,dTOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,RANGE,runningTotal
PRICOLLTD,EQ,56.6,59.7,56.5,59.0,58.8,57.95,164496,9578208.35,0020-01-29,1502,INE726V01018,3.200000000000003,3.200000000000003,
PRIMESECU,EQ,41.5,42.3,41.25,41.55,41.4,41.8,257908,1.086390275E7,0020-01-29,127,INE032B01021,1.0499999999999972,1.0499999999999972,
PRINCEPIPE,EQ,180.7,183.6,176.5,177.85,177.85,178.25,626766,1.13475635E8,0020-01-29,12153,INE689W01016,7.099999999999994,7.099999999999994,
PRITI,SM,85.0,97.0,85.0,97.0,97.0,90.0,4800,443200.0,0020-01-29,3,INE974Z01015,12.0,12.0,
PROSEED,EQ,0.25,0.3,0.25,0.3,0.3,0.25,60146,17537.0,0020-01-29,9,INE217G01027,0.04999999999999999,0.04999999999999999,
PROZONINTU,EQ,19.05,19.55,19.0,19.05,19.0,19.0,20307,389161.0,0020-01-29,186,INE195N01013,0.5500000000000007,0.5500000000000007,
PRSMJOHNSN,EQ,71.45,72.4,70.65,71.35,71.15,70.85,123844,8864271.4,0020-01-29,1028,INE010A01011,1.75,1.75,
PSB,EQ,19.7,19.9,19.55,19.6,19.6,19.6,18687,367945.35,0020-01-29,153,INE608A01012,0.34999999999999787,0.34999999999999787,
PSL,EQ,0.45,0.5,0.45,0.5,0.5,0.5,1730,840.0,0020-01-29,5,INE474B01017,0.04999999999999999,0.04999999999999999,
PSPPROJECT,EQ,545.0,545.0,524.0,529.0,525.0,527.3,11196,5938073.15,0020-01-29,835,INE488V01015,21.0,21.0,
PSUBNKBEES,EQ,26.38,26.42,26.08,26.13,26.23,26.05,18960,496423.33,0020-01-29,60,INF204KB16I7,0.3400000000000034,0.3400000000000034,
PTC,EQ,59.55,60.7,59.55,59.8,59.85,59.6,277880,1.67073516E7,0020-01-29,2400,INE877F01012,1.1500000000000057,1.1500000000000057,
PTL,EQ,37.05,37.75,37.05,37.6,37.6,37.2,2767,103389.6,0020-01-29,70,INE034D01031,0.7000000000000028,0.7000000000000028,
PUNJABCHEM,EQ,510.0,543.95,510.0,536.5,530.1,521.3,1450,769014.55,0020-01-29,438,INE277B01014,33.950000000000045,33.950000000000045,
PUNJLLOYD,BZ,1.05,1.15,1.05,1.1,1.15,1.1,107941,115958.9,0020-01-29,88,INE701B01021,0.09999999999999987,0.09999999999999987,
PURVA,EQ,68.85,71.4,68.65,69.75,70.0,68.25,332664,2.320630995E7,0020-01-29,2054,INE323I01011,2.75,2.75,
PUSHPREALM,SM,5.9,5.9,5.9,5.9,5.9,5.65,4000,23600.0,0020-01-29,2,INE728W01012,0.0,0.0,
PVR,EQ,1941.0,1965.0,1934.0,1958.55,1958.55,1933.05,160807,3.141356217E8,0020-01-29,10303,INE191H01014,31.0,31.0,
QGOLDHALF,EQ,1760.2,1767.0,1759.0,1767.0,1766.0,1776.85,908,1602101.95,0020-01-29,122,INF082J01010,8.0,8.0,
QNIFTY,EQ,1247.0,1247.0,1247.0,1247.0,1247.0,1239.0,20,24940.0,0020-01-29,7,INF082J01028,0.0,0.0,
QUESS,EQ,600.8,632.0,595.0,620.05,618.0,596.8,354630,2.180920391E8,0020-01-29,21103,INE615P01015,37.0,37.0,
QUICKHEAL,EQ,131.6,133.2,130.4,130.85,131.0,130.8,119297,1.56845101E7,0020-01-29,5068,INE306L01010,2.799999999999983,2.799999999999983,
RADAAN,EQ,1.05,1.05,1.05,1.05,1.05,1.0,100,105.0,0020-01-29,1,INE874F01027,0.0,0.0,
RADICO,EQ,395.95,399.1,382.8,384.6,384.65,395.5,413536,1.610790181E8,0020-01-29,9484,INE944F01028,16.30000000000001,16.30000000000001,
RADIOCITY,EQ,27.5,27.5,26.45,26.9,26.95,27.2,79966,2152357.65,0020-01-29,566,INE919I01024,1.0500000000000007,1.0500000000000007,
RAIN,EQ,116.05,117.8,114.1,114.6,114.3,115.45,789787,9.15654684E7,0020-01-29,6607,INE855B01025,3.700000000000003,3.700000000000003,
RAJESHEXPO,EQ,720.1,729.95,715.75,723.25,729.4,715.65,267500,1.925456643E8,0020-01-29,5111,INE343B01030,14.200000000000045,14.200000000000045,
RAJRAYON,BZ,0.1,0.1,0.05,0.1,0.1,0.1,156257,8190.8,0020-01-29,27,INE533D01024,0.05,0.05,
RAJSREESUG,EQ,20.5,22.45,20.5,21.55,21.8,20.85,15514,335832.8,0020-01-29,361,INE562B01019,1.9499999999999993,1.9499999999999993,
RAJTV,EQ,46.0,46.0,41.9,42.2,42.0,45.6,9036,390255.05,0020-01-29,303,INE952H01027,4.100000000000001,4.100000000000001,
RAJVIR,BE,10.9,10.9,10.9,10.9,10.9,11.45,3,32.7,0020-01-29,1,INE011H01014,0.0,0.0,
RALLIS,EQ,232.0,246.6,226.6,228.6,228.55,231.0,1468791,3.473565003E8,0020-01-29,26162,INE613A01020,20.0,20.0,
RAMANEWS,EQ,15.1,15.9,14.7,14.95,14.95,15.5,24578,368169.8,0020-01-29,246,INE278B01020,1.200000000000001,1.200000000000001,
RAMASTEEL,EQ,51.95,54.0,49.5,53.15,54.0,51.0,43155,2269806.95,0020-01-29,338,INE230R01027,4.5,4.5,
RAMCOCEM,EQ,855.0,859.5,801.15,810.35,809.0,850.75,2707380,2.218648427E9,0020-01-29,60989,INE331A01037,58.35000000000002,58.35000000000002,
RAMCOIND,EQ,202.55,208.75,197.0,198.05,197.55,204.5,18316,3677916.35,0020-01-29,673,INE614A01028,11.75,11.75,
RAMCOSYS,EQ,200.0,200.25,186.8,187.95,187.7,207.15,246012,4.733245965E7,0020-01-29,5308,INE246B01019,13.449999999999989,13.449999999999989,
RAMKY,EQ,34.6,34.8,31.65,32.35,32.9,34.25,159071,5221968.8,0020-01-29,966,INE874I01013,3.1499999999999986,3.1499999999999986,
RAMSARUP,BZ,0.4,0.4,0.4,0.4,0.4,0.4,10,4.0,0020-01-29,1,INE005D01015,0.0,0.0,
RANASUG,BE,6.05,6.05,5.55,5.8,5.95,5.8,1596586,9026890.85,0020-01-29,1221,INE625B01014,0.5,0.5,
RANEENGINE,BE,246.0,261.35,237.1,242.8,241.5,248.95,3615,892530.6,0020-01-29,74,INE222J01013,24.25000000000003,24.25000000000003,
RANEHOLDIN,EQ,807.6,819.05,775.0,779.95,777.1,794.7,3663,2898806.05,0020-01-29,527,INE384A01010,44.049999999999955,44.049999999999955,
RATNAMANI,EQ,1213.45,1232.0,1203.85,1221.2,1216.1,1213.5,6366,7766233.85,0020-01-29,668,INE703B01027,28.15000000000009,28.15000000000009,
RAYMOND,EQ,658.05,665.85,652.55,658.0,658.0,655.7,165515,1.090963271E8,0020-01-29,5595,INE301A01014,13.300000000000068,13.300000000000068,
RBL,EQ,618.3,626.9,596.0,597.5,596.05,615.2,21978,1.332474E7,0020-01-29,1625,INE244J01017,30.899999999999977,30.899999999999977,
RBLBANK,EQ,342.5,343.75,334.2,335.35,334.75,339.5,5576532,1.888081513E9,0020-01-29,77803,INE976G01028,9.550000000000011,9.550000000000011,
RCF,EQ,56.5,57.45,56.05,56.35,56.3,56.15,1010081,5.72017759E7,0020-01-29,4050,INE027A01015,1.4000000000000057,1.4000000000000057,
RCOM,BE,0.85,0.85,0.75,0.8,0.75,0.8,7855604,6281520.9,0020-01-29,2254,INE330H01018,0.09999999999999998,0.09999999999999998,
RECLTD,EQ,145.2,147.9,144.95,147.05,147.6,144.95,5045914,7.408948658E8,0020-01-29,34480,INE020B01018,2.950000000000017,2.950000000000017,
RECLTD,N2,1105.01,1110.0,1105.01,1109.97,1109.99,1109.5,201,223104.01,0020-01-29,4,INE020B07GX4,4.990000000000009,7.940000000000026,
RECLTD,N9,1204.01,1205.1,1203.5,1203.5,1203.5,1205.04,600,722474.1,0020-01-29,11,INE020B07HS2,1.599999999999909,9.539999999999935,
RECLTD,NA,1299.0,1299.0,1299.0,1299.0,1299.0,1284.99,5,6495.0,0020-01-29,1,INE020B07HT0,0.0,9.539999999999935,
RECLTD,NF,1235.01,1235.01,1235.01,1235.01,1235.01,1235.0,50,61750.5,0020-01-29,1,INE020B07IG5,0.0,9.539999999999935,
REDINGTON,EQ,117.5,119.8,115.65,118.4,118.0,115.4,477225,5.587368335E7,0020-01-29,3615,INE891D01026,4.1499999999999915,4.1499999999999915,
REFEX,EQ,52.95,54.0,52.55,53.05,53.9,52.7,59306,3164132.05,0020-01-29,620,INE056I01017,1.4500000000000028,1.4500000000000028,
REGENCERAM,BE,1.3,1.3,1.3,1.3,1.3,1.35,5,6.5,0020-01-29,1,INE277C01012,0.0,0.0,
RELAXO,EQ,718.85,724.7,714.0,720.9,723.0,714.6,148566,1.070506706E8,0020-01-29,6521,INE131B01039,10.700000000000045,10.700000000000045,
RELCAPITAL,EQ,9.1,9.55,8.85,9.55,9.55,9.1,5632374,5.22272751E7,0020-01-29,5805,INE013A01015,0.7000000000000011,0.7000000000000011,
RELIANCE,EQ,1474.05,1494.4,1464.05,1479.85,1480.0,1471.75,11313297,1.6736172828E10,0020-01-29,254760,INE002A01018,30.350000000000136,30.350000000000136,
RELIGARE,EQ,42.7,43.6,41.0,41.7,41.2,42.5,266576,1.130293395E7,0020-01-29,1308,INE621H01010,2.6000000000000014,2.6000000000000014,
RELINFRA,EQ,22.5,22.95,22.0,22.95,22.95,21.9,4264001,9.691084545E7,0020-01-29,9565,INE036A01016,0.9499999999999993,0.9499999999999993,
RENUKA,EQ,7.75,8.15,7.75,7.95,7.9,7.7,1631194,1.302474385E7,0020-01-29,1536,INE087H01022,0.40000000000000036,0.40000000000000036,
REPCOHOME,EQ,335.2,343.05,328.8,333.5,330.1,330.6,139103,4.663477965E7,0020-01-29,3097,INE612J01015,14.25,14.25,
REPL,SM,38.0,39.9,37.9,39.9,39.9,38.0,36000,1406550.0,0020-01-29,11,INE364Z01019,2.0,2.0,
REPRO,EQ,659.15,664.9,650.0,653.4,653.95,659.15,4903,3225639.95,0020-01-29,240,INE461B01014,14.899999999999977,14.899999999999977,
RESPONIND,EQ,91.9,92.5,90.5,91.75,92.0,91.55,101839,9340959.55,0020-01-29,803,INE688D01026,2.0,2.0,
REVATHI,EQ,462.45,504.95,462.45,474.1,479.0,462.85,810,388857.65,0020-01-29,128,INE617A01013,42.5,42.5,
RGL,EQ,380.25,408.0,380.0,401.1,404.0,386.4,14600,5786373.05,0020-01-29,799,INE722H01016,28.0,28.0,
RHFL,EQ,1.6,1.6,1.6,1.6,1.6,1.65,605301,968481.6,0020-01-29,306,INE217K01011,0.0,0.0,
RHFL,N4,255.0,269.0,238.01,249.0,249.0,259.9,244,61555.47,0020-01-29,31,INE217K07AE0,30.99000000000001,30.99000000000001,
RHFL,N6,236.0,239.95,230.0,230.0,230.0,252.0,310,72748.4,0020-01-29,10,INE217K07AG5,9.949999999999989,40.94,
RICOAUTO,EQ,45.65,46.3,45.3,45.5,45.3,45.3,181974,8330289.95,0020-01-29,928,INE209B01025,1.0,1.0,
RIIL,EQ,409.3,424.8,405.8,414.15,413.0,405.75,705049,2.937700971E8,0020-01-29,16803,INE046A01015,19.0,19.0,
RITES,EQ,318.9,331.0,317.05,328.6,328.2,315.75,1981209,6.451852183E8,0020-01-29,33565,INE320J01015,13.949999999999989,13.949999999999989,
RKDL,EQ,5.15,5.45,5.15,5.3,5.45,5.2,1936,10145.45,0020-01-29,28,INE722J01012,0.2999999999999998,0.2999999999999998,
RKEC,SM,58.5,60.5,58.5,60.0,60.0,60.0,5000,297850.0,0020-01-29,4,INE786W01010,2.0,2.0,
RKFORGE,EQ,377.95,379.85,366.0,369.3,367.0,371.15,4214,1574872.95,0020-01-29,369,INE399G01015,13.850000000000023,13.850000000000023,
RMCL,BE,6.9,7.45,6.9,6.95,7.2,7.25,33649,235875.0,0020-01-29,101,INE172H01014,0.5499999999999998,0.5499999999999998,
RMDRIP,SM,28.15,28.15,28.0,28.0,28.0,26.95,4000,112300.0,0020-01-29,2,INE219Y01018,0.14999999999999858,0.14999999999999858,
RML,EQ,291.8,294.6,285.0,286.5,287.95,290.65,9168,2652951.95,0020-01-29,667,INE050H01012,9.600000000000023,9.600000000000023,
RNAVAL,BE,2.35,2.35,2.35,2.35,2.35,2.45,306298,719800.3,0020-01-29,240,INE542F01012,0.0,0.0,
ROHITFERRO,BE,0.5,0.5,0.45,0.45,0.45,0.45,7594,3518.95,0020-01-29,10,INE248H01012,0.04999999999999999,0.04999999999999999,
ROHLTD,EQ,75.75,77.9,74.05,74.65,74.15,75.6,28898,2196842.35,0020-01-29,507,INE283H01019,3.8500000000000085,3.8500000000000085,
ROLLT,EQ,1.65,1.65,1.6,1.65,1.65,1.65,9053,14737.45,0020-01-29,9,INE927A01040,0.04999999999999982,0.04999999999999982,
ROLTA,BE,4.1,4.2,4.0,4.15,4.1,4.05,107741,439854.0,0020-01-29,205,INE293A01013,0.20000000000000018,0.20000000000000018,
ROSSELLIND,BE,72.35,76.3,72.2,75.35,75.0,75.9,3743,277796.5,0020-01-29,50,INE847C01020,4.099999999999994,4.099999999999994,
RPGLIFE,EQ,332.9,334.95,326.0,327.4,327.05,329.7,25821,8514510.0,0020-01-29,892,INE105J01010,8.949999999999989,8.949999999999989,
RPOWER,EQ,1.85,1.85,1.85,1.85,1.85,1.9,9841916,1.82075446E7,0020-01-29,4868,INE614G01033,0.0,0.0,
RPPINFRA,EQ,67.6,67.6,66.0,67.25,67.25,65.95,2581,172125.05,0020-01-29,34,INE324L01013,1.5999999999999943,1.5999999999999943,
RPPL,SM,95.5,95.5,95.5,95.5,95.5,95.5,1000,95500.0,0020-01-29,1,INE760W01015,0.0,0.0,
RSSOFTWARE,EQ,23.7,24.5,23.0,23.05,23.1,23.7,4978,116288.1,0020-01-29,135,INE165B01029,1.5,1.5,
RSWM,EQ,102.0,102.0,97.6,97.7,97.6,98.7,3835,377045.7,0020-01-29,187,INE611A01016,4.400000000000006,4.400000000000006,
RSYSTEMS,EQ,69.55,70.95,69.05,70.05,70.5,69.6,15292,1068084.65,0020-01-29,236,INE411H01032,1.9000000000000057,1.9000000000000057,
RTNINFRA,BE,2.3,2.4,2.3,2.4,2.35,2.3,229155,537002.2,0020-01-29,74,INE834M01019,0.10000000000000009,0.10000000000000009,
RTNPOWER,EQ,1.85,1.85,1.8,1.8,1.85,1.85,571217,1037350.1,0020-01-29,160,INE399K01017,0.050000000000000044,0.050000000000000044,
RUBYMILLS,EQ,218.5,220.0,214.0,215.0,214.0,220.0,1511,328757.1,0020-01-29,351,INE301D01026,6.0,6.0,
RUCHI,BE,18.7,18.7,18.7,18.7,18.7,17.85,2393,44749.1,0020-01-29,102,INE619A01035,0.0,0.0,
RUCHINFRA,BE,2.8,2.8,2.8,2.8,2.8,2.9,13748,38494.4,0020-01-29,40,INE413B01023,0.0,0.0,
RUCHIRA,EQ,82.35,83.0,79.2,79.5,79.2,81.5,91054,7317845.4,0020-01-29,1419,INE803H01014,3.799999999999997,3.799999999999997,
RUPA,EQ,226.35,227.4,220.0,221.75,220.5,223.9,20446,4572974.05,0020-01-29,851,INE895B01021,7.400000000000006,7.400000000000006,
RUSHIL,EQ,146.1,149.0,144.1,145.4,144.5,145.55,2708,396637.65,0020-01-29,249,INE573K01017,4.900000000000006,4.900000000000006,
RVNL,EQ,27.5,29.2,27.25,28.9,28.8,27.1,31156514,8.7911426E8,0020-01-29,56295,INE415G01027,1.9499999999999993,1.9499999999999993,
SABTN,EQ,1.25,1.35,1.25,1.3,1.3,1.3,11754,15655.5,0020-01-29,15,INE416A01036,0.10000000000000009,0.10000000000000009,
SADBHAV,EQ,127.8,130.25,126.35,128.1,127.8,127.75,47507,6107119.6,0020-01-29,2208,INE226H01026,3.9000000000000057,3.9000000000000057,
SADBHIN,EQ,41.15,41.6,40.6,41.05,41.05,41.05,352595,1.44657941E7,0020-01-29,968,INE764L01010,1.0,1.0,
SAFARI,EQ,628.9,630.0,622.0,626.75,626.0,621.05,3745,2348883.55,0020-01-29,328,INE429E01023,8.0,8.0,
SAGARDEEP,BE,75.0,76.0,70.2,75.0,75.0,72.4,2944,221720.65,0020-01-29,23,INE976T01013,5.799999999999997,5.799999999999997,
SAGCEM,EQ,555.0,561.0,536.1,540.75,536.5,561.5,16656,9168536.9,0020-01-29,1341,INE229C01013,24.899999999999977,24.899999999999977,
SAIL,EQ,47.6,48.45,47.45,47.65,47.7,47.05,17955370,8.606611541E8,0020-01-29,31561,INE114A01011,1.0,1.0,
SAKAR,BE,65.3,65.3,61.1,61.1,64.95,64.25,4908,304476.05,0020-01-29,11,INE732S01012,4.199999999999996,4.199999999999996,
SAKHTISUG,EQ,9.9,10.0,9.65,9.8,9.7,9.75,69481,685377.85,0020-01-29,220,INE623A01011,0.34999999999999964,0.34999999999999964,
SAKSOFT,EQ,226.75,228.95,226.0,228.05,227.6,224.3,27618,6282101.95,0020-01-29,165,INE667G01015,2.9499999999999886,2.9499999999999886,
SAKUMA,EQ,6.35,6.4,6.1,6.2,6.25,6.25,184902,1141904.85,0020-01-29,1225,INE190H01024,0.3000000000000007,0.3000000000000007,
SALASAR,EQ,107.05,111.55,107.0,108.5,109.95,107.0,5079,552100.5,0020-01-29,205,INE170V01019,4.549999999999997,4.549999999999997,
SALONA,EQ,62.7,66.7,62.6,65.1,66.7,64.2,711,45282.55,0020-01-29,55,INE498E01010,4.100000000000001,4.100000000000001,
SALSTEEL,EQ,3.3,3.4,3.15,3.15,3.15,3.25,23986,78204.6,0020-01-29,52,INE658G01014,0.25,0.25,
SALZERELEC,EQ,120.1,123.7,116.0,120.25,119.0,120.25,6108,728430.1,0020-01-29,199,INE457F01013,7.700000000000003,7.700000000000003,
SAMBHAAV,EQ,2.8,2.85,2.7,2.7,2.8,2.75,10180,27933.7,0020-01-29,46,INE699B01027,0.1499999999999999,0.1499999999999999,
SANCO,EQ,13.1,14.3,12.8,13.95,14.0,13.15,425418,5803306.75,0020-01-29,587,INE782L01012,1.5,1.5,
SANDESH,EQ,644.9,649.0,632.0,644.5,639.1,640.15,325,208969.65,0020-01-29,169,INE583B01015,17.0,17.0,
SANDHAR,EQ,278.25,284.9,273.05,280.0,281.0,275.6,13456,3772614.8,0020-01-29,1265,INE278H01035,11.849999999999966,11.849999999999966,
SANGAMIND,BE,58.0,61.45,58.0,60.9,60.95,59.0,1322,80109.25,0020-01-29,19,INE495C01010,3.450000000000003,3.450000000000003,
SANGHIIND,EQ,40.5,41.0,40.05,40.5,40.2,40.2,29075,1176387.5,0020-01-29,239,INE999B01013,0.9500000000000028,0.9500000000000028,
SANGHVIFOR,EQ,19.0,19.25,18.15,18.35,19.0,18.9,3175,58508.5,0020-01-29,15,INE263L01013,1.1000000000000014,1.1000000000000014,
SANGHVIMOV,EQ,96.8,96.8,93.0,93.6,94.25,95.05,24824,2333885.65,0020-01-29,165,INE989A01024,3.799999999999997,3.799999999999997,
SANGINITA,BE,177.0,179.0,177.0,178.3,178.0,176.5,39732,7065943.25,0020-01-29,462,INE753W01010,2.0,2.0,
SANOFI,EQ,6725.15,6760.0,6703.0,6732.8,6703.0,6725.15,6374,4.29161197E7,0020-01-29,1400,INE058A01010,57.0,57.0,
SANWARIA,EQ,1.65,1.7,1.6,1.7,1.7,1.65,1551567,2567889.05,0020-01-29,427,INE890C01046,0.09999999999999987,0.09999999999999987,
SARDAEN,EQ,241.85,242.95,225.0,228.4,226.6,237.95,58365,1.36006878E7,0020-01-29,2025,INE385C01013,17.94999999999999,17.94999999999999,
SAREGAMA,EQ,424.6,427.25,420.0,423.6,422.55,424.05,3401,1438343.3,0020-01-29,165,INE979A01017,7.25,7.25,
SARLAPOLY,EQ,25.8,25.8,24.6,24.85,24.75,25.15,92859,2329432.95,0020-01-29,602,INE453D01025,1.1999999999999993,1.1999999999999993,
SARVESHWAR,SM,15.75,15.75,15.75,15.75,15.75,15.0,1600,25200.0,0020-01-29,1,INE324X01018,0.0,0.0,
SASKEN,EQ,614.95,614.95,585.0,591.9,589.0,599.85,5228,3127089.25,0020-01-29,1237,INE231F01020,29.950000000000045,29.950000000000045,
SASTASUNDR,EQ,71.0,75.95,70.2,71.75,72.0,72.2,850,61341.4,0020-01-29,140,INE019J01013,5.75,5.75,
SATIA,EQ,96.8,108.7,96.8,100.0,99.1,95.95,187406,1.890287155E7,0020-01-29,2804,INE170E01023,11.900000000000006,11.900000000000006,
SATIN,EQ,240.8,240.9,237.0,237.8,237.0,238.35,56587,1.34806779E7,0020-01-29,657,INE836B01017,3.9000000000000057,3.9000000000000057,
SBIETFQLTY,EQ,102.16,103.5,101.01,102.2,102.5,102.16,1008,102995.32,0020-01-29,55,INF200KA1WX6,2.489999999999995,2.489999999999995,
SBILIFE,EQ,992.0,1012.15,988.0,1007.8,1012.0,987.85,538017,5.390876893E8,0020-01-29,36392,INE123W01016,24.149999999999977,24.149999999999977,
SBIN,EQ,317.85,319.7,315.55,316.45,316.95,315.1,23914114,7.598704488E9,0020-01-29,143297,INE062A01020,4.149999999999977,4.149999999999977,
SBIN,N2,11202.1,11202.1,11182.0,11182.0,11182.0,11200.04,105,1176090.8,0020-01-29,15,INE062A08025,20.100000000000364,24.25000000000034,
SBIN,N5,11349.95,11498.0,11340.0,11364.39,11360.0,11339.4,490,5578043.24,0020-01-29,82,INE062A08058,158.0,182.25000000000034,
SBIN,N6,11116.0,11116.0,11116.0,11116.0,11116.0,11111.33,19,211204.0,0020-01-29,4,INE062A08066,0.0,182.25000000000034,
SCAPDVR,EQ,0.25,0.25,0.2,0.25,0.25,0.2,433292,102691.6,0020-01-29,183,INE224E01036,0.04999999999999999,0.04999999999999999,
SCHAEFFLER,EQ,4613.85,4724.0,4584.05,4673.15,4654.0,4570.35,4943,2.28458762E7,0020-01-29,1299,INE513A01014,139.94999999999982,139.94999999999982,
SCHAND,BE,89.2,92.5,89.2,90.9,91.5,92.0,959,86466.0,0020-01-29,45,INE807K01035,3.299999999999997,3.299999999999997,
SCHNEIDER,EQ,85.0,86.7,82.5,83.6,83.55,84.3,106368,9028644.55,0020-01-29,1640,INE839M01018,4.200000000000003,4.200000000000003,
SCI,EQ,61.05,62.7,60.45,61.9,62.0,60.5,1642889,1.014845474E8,0020-01-29,7232,INE109A01011,2.25,2.25,
SDBL,BE,108.9,110.0,107.15,108.3,109.0,108.9,8008,867338.65,0020-01-29,146,INE480C01012,2.8499999999999943,2.8499999999999943,
SEAMECLTD,EQ,473.9,473.95,455.0,455.9,458.8,460.05,5403,2484941.85,0020-01-29,322,INE497B01018,18.94999999999999,18.94999999999999,
SECURCRED,SM,29.1,29.1,29.1,29.1,29.1,27.75,1800,52380.0,0020-01-29,3,INE195Y01010,0.0,0.0,
SELAN,EQ,148.2,150.0,145.2,145.65,146.2,147.6,26967,3973656.3,0020-01-29,864,INE818A01017,4.800000000000011,4.800000000000011,
SELMCL,BE,0.75,0.85,0.75,0.85,0.85,0.8,173868,145639.25,0020-01-29,57,INE105I01012,0.09999999999999998,0.09999999999999998,
SEPOWER,EQ,2.4,2.4,2.0,2.15,2.15,2.25,39081,85169.4,0020-01-29,55,INE735M01018,0.3999999999999999,0.3999999999999999,
SEQUENT,EQ,82.9,86.25,82.9,83.55,83.2,82.3,589986,4.97672582E7,0020-01-29,2972,INE807F01027,3.3499999999999943,3.3499999999999943,
SERVOTECH,SM,7.7,8.2,7.7,8.2,8.2,7.55,8000,63600.0,0020-01-29,2,INE782X01017,0.4999999999999991,0.4999999999999991,
SESHAPAPER,EQ,173.95,173.95,166.0,167.95,167.0,169.45,24391,4109726.4,0020-01-29,678,INE630A01024,7.949999999999989,7.949999999999989,
SETCO,EQ,14.55,14.7,14.2,14.35,14.35,14.45,63828,918311.0,0020-01-29,224,INE878E01021,0.5,0.5,
SETF10GILT,EQ,183.0,187.71,183.0,183.1,183.1,188.0,24,4431.58,0020-01-29,8,INF200KA1JT1,4.710000000000008,4.710000000000008,
SETFGOLD,EQ,3638.5,3650.0,3620.0,3640.95,3625.55,3656.5,3021,1.097090725E7,0020-01-29,834,INF200K01099,30.0,30.0,
SETFNIF50,EQ,125.5,125.51,124.65,124.98,125.04,124.63,56323,7046350.41,0020-01-29,398,INF200KA1FS1,0.8599999999999994,0.8599999999999994,
SETFNIFBK,EQ,316.0,316.0,312.19,313.41,313.0,312.19,9902,3103963.89,0020-01-29,399,INF200KA1580,3.8100000000000023,3.8100000000000023,
SETFNN50,EQ,298.0,299.95,297.75,297.76,297.76,296.71,62740,1.87196717E7,0020-01-29,76,INF200KA1598,2.1999999999999886,2.1999999999999886,
SETUINFRA,EQ,0.85,0.9,0.8,0.9,0.9,0.85,183774,156810.35,0020-01-29,95,INE023M01027,0.09999999999999998,0.09999999999999998,
SEYAIND,EQ,107.7,109.0,103.55,104.3,104.8,104.7,14871,1589386.2,0020-01-29,228,INE573R01012,5.450000000000003,5.450000000000003,
SEZAL,BZ,1.55,1.55,1.55,1.55,1.55,1.55,30,46.5,0020-01-29,1,INE955I01036,0.0,0.0,
SFL,EQ,1458.0,1499.0,1452.0,1488.7,1489.0,1472.8,1997,2939566.8,0020-01-29,403,INE916U01025,47.0,47.0,
SGBAUG24,GB,3807.0,3849.8,3807.0,3849.0,3849.0,3860.0,226,867113.15,0020-01-29,21,IN0020160027,42.80000000000018,42.80000000000018,
SGBAUG27,GB,3790.0,3805.0,3790.0,3792.9,3790.0,3792.01,276,1047398.0,0020-01-29,16,IN0020190107,15.0,15.0,
SGBDC27VII,GB,3897.0,3899.0,3800.0,3800.0,3800.0,3801.17,8,30696.0,0020-01-29,5,IN0020190461,99.0,99.0,
SGBFEB24,GB,3840.0,3840.0,3781.0,3800.0,3800.0,3843.89,35,132964.0,0020-01-29,13,IN0020150101,59.0,59.0,
SGBJ28VIII,GB,3900.0,4019.0,3900.0,3900.0,3900.0,3970.0,3,11819.0,0020-01-29,3,IN0020190537,119.0,119.0,
SGBJAN26,GB,3700.0,3700.0,3700.0,3700.0,3700.0,3785.0,4,14800.0,0020-01-29,1,IN0020170166,0.0,0.0,
SGBJUL25,GB,3774.0,3774.0,3735.0,3769.49,3769.49,3790.0,461,1732713.9,0020-01-29,88,IN0020170034,39.0,39.0,
SGBMAR24,GB,3775.0,3825.0,3775.0,3825.0,3825.0,3855.01,182,687525.0,0020-01-29,4,IN0020150119,50.0,50.0,
SGBMAR25,GB,3798.0,3798.0,3780.0,3780.0,3780.0,3793.08,14,53100.0,0020-01-29,2,IN0020160126,18.0,18.0,
SGBMAY25,GB,3768.0,3772.5,3757.0,3770.0,3770.0,3795.0,269,1013734.0,0020-01-29,173,IN0020170018,15.5,15.5,
SGBMAY26,GB,3789.99,3789.99,3789.99,3789.99,3789.99,3829.99,4,15159.96,0020-01-29,1,IN0020180033,0.0,0.0,
SGBNOV23,GB,3861.0,3861.0,3820.0,3835.0,3835.0,3837.38,38,146492.0,0020-01-29,5,IN0020150085,41.0,41.0,
SGBNOV24,GB,3794.0,3800.0,3775.0,3800.0,3800.0,3802.0,226,856536.25,0020-01-29,41,IN0020160076,25.0,25.0,
SGBNOV25,GB,3625.0,3774.99,3600.0,3770.0,3770.0,3711.0,20,74954.92,0020-01-29,7,IN0020170091,174.98999999999978,174.98999999999978,
SGBNOV25VI,GB,3720.0,3720.0,3720.0,3720.0,3720.0,3710.01,5,18600.0,0020-01-29,1,IN0020170083,0.0,0.0,
SGBNOV26,GB,3800.0,3802.0,3800.0,3802.0,3802.0,3775.0,71,269927.0,0020-01-29,4,IN0020180314,2.0,2.0,
SGBOCT25,GB,3787.67,3815.0,3787.67,3815.0,3815.0,3787.67,10,37978.01,0020-01-29,5,IN0020170059,27.329999999999927,27.329999999999927,
