SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,dTOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,RANGE,runningTotal
GNA,EQ,258.75,261.45,251.0,251.45,251.0,255.55,19927,5065706.65,0020-01-31,1185,INE934S01014,10.449999999999989,10.449999999999989,
GNFC,EQ,196.0,196.4,192.0,193.85,194.25,194.5,218900,4.239065275E7,0020-01-31,3640,INE113A01013,4.400000000000006,4.400000000000006,
GOACARBON,BE,277.5,293.6,277.5,282.2,281.0,292.1,36620,1.034997695E7,0020-01-31,973,INE426D01013,16.100000000000023,16.100000000000023,
GOCLCORP,EQ,280.05,294.0,280.05,285.35,289.0,281.75,12281,3552513.5,0020-01-31,398,INE077F01035,13.949999999999989,13.949999999999989,
GODFRYPHLP,EQ,1195.0,1245.35,1181.0,1213.15,1212.2,1181.1,271379,3.2941380165E8,0020-01-31,14716,INE260B01028,64.34999999999991,64.34999999999991,
GODHA,SM,13.5,13.5,13.5,13.5,13.5,12.9,4000,54000.0,0020-01-31,1,INE925Y01010,0.0,0.0,
GODREJAGRO,EQ,569.0,569.0,555.1,560.1,558.5,566.55,48710,2.72542727E7,0020-01-31,2674,INE850D01014,13.899999999999977,13.899999999999977,
GODREJCP,EQ,684.85,686.55,671.65,672.65,672.25,683.5,1859249,1.25860247265E9,0020-01-31,43726,INE102D01028,14.899999999999977,14.899999999999977,
GODREJIND,EQ,427.4,427.4,412.0,414.35,413.0,425.5,88259,3.697961285E7,0020-01-31,6670,INE233A01035,15.399999999999977,15.399999999999977,
GODREJPROP,EQ,1084.0,1084.95,1056.85,1080.3,1084.0,1087.95,178002,1.9182322855E8,0020-01-31,20262,INE484J01027,28.100000000000136,28.100000000000136,
GOENKA,BZ,0.25,0.3,0.25,0.25,0.25,0.3,89303,22855.9,0020-01-31,26,INE516K01024,0.04999999999999999,0.04999999999999999,
GOKEX,EQ,68.4,68.4,65.0,65.35,65.5,66.0,54505,3605470.1,0020-01-31,1104,INE887G01027,3.4000000000000057,3.4000000000000057,
GOKUL,EQ,10.6,10.7,10.05,10.3,10.3,10.55,9605,97876.0,0020-01-31,64,INE020J01029,0.6499999999999986,0.6499999999999986,
GOKULAGRO,EQ,12.5,13.6,12.5,12.95,13.1,13.15,4081,52689.5,0020-01-31,60,INE314T01025,1.0999999999999996,1.0999999999999996,
GOLDBEES,EQ,36.0,36.0,35.8,35.87,35.89,35.93,1330339,4.768869034E7,0020-01-31,2194,INF204KB17I5,0.20000000000000284,0.20000000000000284,
GOLDENTOBC,EQ,27.5,27.5,26.4,27.45,27.45,27.5,615,16422.8,0020-01-31,160,INE973A01010,1.1000000000000014,1.1000000000000014,
GOLDIAM,EQ,151.6,151.9,128.2,147.15,148.5,150.85,194125,2.76753579E7,0020-01-31,4000,INE025B01017,23.700000000000017,23.700000000000017,
GOLDSHARE,EQ,3610.9,3610.9,3586.05,3606.4,3610.0,3610.9,347,1251029.25,0020-01-31,96,INF789F01059,24.84999999999991,24.84999999999991,
GOLDSTAR,SM,22.7,22.7,22.7,22.7,22.7,23.85,6000,136200.0,0020-01-31,1,INE405Y01013,0.0,0.0,
GOLDTECH,EQ,9.15,9.95,9.15,9.4,9.3,9.35,16672,160274.2,0020-01-31,160,INE805A01014,0.7999999999999989,0.7999999999999989,
GOODLUCK,EQ,50.0,51.5,48.3,49.3,49.0,50.0,30094,1505508.55,0020-01-31,758,INE127I01024,3.200000000000003,3.200000000000003,
GPIL,EQ,210.0,213.15,201.5,202.75,202.6,210.9,61827,1.275983115E7,0020-01-31,1997,INE177H01013,11.650000000000006,11.650000000000006,
GPPL,EQ,88.1,89.45,86.55,87.0,87.0,87.95,157451,1.37247381E7,0020-01-31,1260,INE517F01014,2.9000000000000057,2.9000000000000057,
GPTINFRA,EQ,37.6,37.7,35.05,35.5,36.5,35.7,5963,218196.65,0020-01-31,70,INE390G01014,2.6500000000000057,2.6500000000000057,
GRANULES,EQ,147.35,148.0,145.5,146.05,146.2,146.2,891768,1.3062991325E8,0020-01-31,11694,INE101D01020,2.5,2.5,
GRAPHITE,EQ,302.5,304.0,296.0,298.4,297.8,300.1,851755,2.552023189E8,0020-01-31,12490,INE371A01025,8.0,8.0,
GRASIM,EQ,793.1,797.95,775.55,778.9,777.5,791.25,1299292,1.0184043394E9,0020-01-31,24847,INE047A01021,22.40000000000009,22.40000000000009,
GRAVITA,EQ,61.8,65.7,61.1,61.9,62.1,60.85,318828,2.02382515E7,0020-01-31,2332,INE024L01027,4.600000000000001,4.600000000000001,
GREAVESCOT,EQ,139.1,139.1,135.2,136.2,135.2,138.1,112308,1.538686245E7,0020-01-31,3932,INE224A01026,3.9000000000000057,3.9000000000000057,
GREENLAM,EQ,1022.0,1045.4,1003.9,1024.65,1020.0,1001.65,3257,3325741.9,0020-01-31,331,INE544R01013,41.500000000000114,41.500000000000114,
GREENPANEL,EQ,57.6,58.65,55.35,56.7,56.0,57.55,70122,3988131.3,0020-01-31,1192,INE08ZM01014,3.299999999999997,3.299999999999997,
GREENPLY,EQ,162.9,162.9,153.15,155.3,153.5,159.0,34347,5339583.55,0020-01-31,777,INE461C01038,9.75,9.75,
GREENPOWER,BE,1.9,1.9,1.85,1.9,1.9,1.9,51811,96919.6,0020-01-31,59,INE999K01014,0.04999999999999982,0.04999999999999982,
GRINDWELL,EQ,648.95,650.0,636.0,639.05,636.0,643.4,10170,6538213.8,0020-01-31,1239,INE536A01023,14.0,14.0,
GROBTEA,BE,450.05,460.0,450.05,451.0,451.0,466.3,70,31821.05,0020-01-31,6,INE646C01018,9.949999999999989,9.949999999999989,
GRPLTD,EQ,910.0,910.0,821.0,834.5,821.0,862.35,62,52155.5,0020-01-31,28,INE137I01015,89.0,89.0,
GRSE,EQ,216.7,217.0,211.25,212.45,212.85,213.45,134026,2.857440225E7,0020-01-31,2628,INE382Z01011,5.75,5.75,
GSCLCEMENT,EQ,23.0,23.25,22.05,22.25,22.5,22.95,44164,995499.4,0020-01-31,207,INE542A01039,1.1999999999999993,1.1999999999999993,
GSFC,EQ,86.8,87.8,83.8,85.7,85.45,92.1,1400498,1.2056480495E8,0020-01-31,7346,INE026A01025,4.0,4.0,
GSKCONS,EQ,8970.0,8974.65,8779.6,8833.65,8826.45,8943.0,4234,3.744554105E7,0020-01-31,1643,INE264A01014,195.04999999999927,195.04999999999927,
GSPL,EQ,255.8,255.8,244.4,253.6,253.05,254.55,426398,1.065583646E8,0020-01-31,14732,INE246F01010,11.400000000000006,11.400000000000006,
GSS,EQ,49.9,50.95,47.05,48.25,48.5,49.0,47910,2368833.2,0020-01-31,816,INE871H01011,3.9000000000000057,3.9000000000000057,
GTL,EQ,1.4,1.45,1.35,1.4,1.45,1.4,37144,51939.3,0020-01-31,63,INE043A01012,0.09999999999999987,0.09999999999999987,
GTLINFRA,EQ,0.4,0.45,0.4,0.4,0.45,0.45,2671164,1124251.75,0020-01-31,396,INE221H01019,0.04999999999999999,0.04999999999999999,
GTNTEX,EQ,6.8,6.8,6.8,6.8,6.8,6.55,600,4080.0,0020-01-31,2,INE302H01017,0.0,0.0,
GTPL,EQ,74.0,74.0,71.65,71.9,72.0,73.0,28468,2056981.15,0020-01-31,660,INE869I01013,2.3499999999999943,2.3499999999999943,
GUFICBIO,EQ,64.65,68.5,64.65,66.55,66.8,64.65,106269,7132722.4,0020-01-31,1821,INE742B01025,3.8499999999999943,3.8499999999999943,
GUJALKALI,EQ,409.4,413.35,394.0,397.65,396.6,409.2,56222,2.24532168E7,0020-01-31,2623,INE186A01019,19.350000000000023,19.350000000000023,
GUJAPOLLO,EQ,129.5,129.5,125.85,126.0,127.1,126.1,482,61696.5,0020-01-31,60,INE826C01016,3.6500000000000057,3.6500000000000057,
GUJGASLTD,EQ,291.0,293.9,285.2,288.3,289.0,288.3,695332,2.0001853845E8,0020-01-31,12170,INE844O01030,8.699999999999989,8.699999999999989,
GUJRAFFIA,BE,11.9,12.45,11.9,12.45,12.45,11.9,706,8621.95,0020-01-31,6,INE610B01024,0.5499999999999989,0.5499999999999989,
GULFOILLUB,EQ,803.15,810.05,803.0,805.7,806.05,804.2,2046,1649605.8,0020-01-31,125,INE635Q01029,7.0499999999999545,7.0499999999999545,
GULFPETRO,EQ,49.2,49.2,45.2,46.85,46.7,47.4,24149,1150519.7,0020-01-31,547,INE586G01017,4.0,4.0,
GULPOLY,EQ,47.0,50.0,46.95,48.65,49.0,47.8,8143,386874.3,0020-01-31,68,INE255D01024,3.049999999999997,3.049999999999997,
GVKPIL,EQ,4.5,4.55,4.3,4.35,4.35,4.45,718411,3186001.2,0020-01-31,645,INE251H01024,0.25,0.25,
HAL,EQ,817.95,827.95,801.0,804.1,803.0,814.9,12721,1.033577295E7,0020-01-31,1548,INE066F01012,26.950000000000045,26.950000000000045,
HARITASEAT,EQ,498.6,533.85,494.2,498.75,502.0,498.6,3732,1876213.85,0020-01-31,295,INE939D01015,39.650000000000034,39.650000000000034,
HARRMALAYA,EQ,62.7,63.45,60.0,60.6,60.25,61.4,43145,2656624.0,0020-01-31,1210,INE544A01019,3.450000000000003,3.450000000000003,
HATHWAY,EQ,19.85,19.85,19.2,19.25,19.35,19.4,255268,4930028.8,0020-01-31,608,INE982F01036,0.6500000000000021,0.6500000000000021,
HATSUN,EQ,640.0,640.0,627.95,633.6,634.9,633.95,7827,4945546.5,0020-01-31,594,INE473B01035,12.049999999999955,12.049999999999955,
HAVELLS,EQ,610.5,613.8,600.2,602.8,603.8,606.9,1171667,7.1130446585E8,0020-01-31,31662,INE176B01034,13.599999999999909,13.599999999999909,
HAVISHA,BE,0.65,0.7,0.65,0.7,0.7,0.7,9980,6511.0,0020-01-31,9,INE293B01029,0.04999999999999993,0.04999999999999993,
HBLPOWER,EQ,19.1,19.3,18.7,19.0,19.1,18.95,393605,7494774.85,0020-01-31,878,INE292B01021,0.6000000000000014,0.6000000000000014,
HCC,EQ,11.1,11.2,10.9,10.9,10.95,10.9,1447371,1.590887175E7,0020-01-31,1423,INE549A01026,0.29999999999999893,0.29999999999999893,
HCG,EQ,117.0,117.8,114.05,115.8,116.5,115.25,5716,662988.2,0020-01-31,207,INE075I01017,3.75,3.75,
HCL-INSYS,EQ,7.05,7.15,7.0,7.1,7.1,7.05,277098,1956603.0,0020-01-31,758,INE236A01020,0.15000000000000036,0.15000000000000036,
HCLTECH,EQ,607.85,608.9,589.6,591.4,591.6,607.85,3590768,2.13669487685E9,0020-01-31,100805,INE860A01027,19.299999999999955,19.299999999999955,
HDFC,EQ,2417.0,2434.75,2404.5,2414.0,2416.4,2415.0,2828509,6.84194987955E9,0020-01-31,126462,INE001A01036,30.25,30.25,
HDFCAMC,EQ,3180.0,3194.0,3160.0,3174.2,3175.0,3189.6,196125,6.2261767965E8,0020-01-31,21282,INE127D01025,34.0,34.0,
HDFCBANK,EQ,1231.45,1237.8,1220.25,1226.3,1224.25,1226.05,5589134,6.87600086835E9,0020-01-31,169641,INE040A01034,17.549999999999955,17.549999999999955,
HDFCLIFE,EQ,603.1,604.45,597.3,599.2,600.0,600.45,1260667,7.5719026955E8,0020-01-31,53041,INE795G01014,7.150000000000091,7.150000000000091,
HDFCMFGETF,EQ,3643.15,3664.0,3643.15,3660.85,3664.0,3661.85,5192,1.89884483E7,0020-01-31,353,INF179K01CN1,20.84999999999991,20.84999999999991,
HDFCNIFETF,EQ,1271.56,1271.56,1257.0,1261.08,1263.58,1265.94,991,1251332.72,0020-01-31,68,INF179KB1KP3,14.559999999999945,14.559999999999945,
HDFCSENETF,EQ,4416.0,4416.0,4307.0,4315.24,4320.38,4402.49,135,584855.71,0020-01-31,34,INF179KB1KQ1,109.0,109.0,
HDIL,BE,2.6,2.7,2.55,2.55,2.6,2.65,674162,1725059.2,0020-01-31,637,INE191I01012,0.15000000000000036,0.15000000000000036,
HEG,EQ,1072.0,1086.9,1055.2,1073.15,1075.0,1066.55,168582,1.8045335905E8,0020-01-31,13545,INE545A01016,31.700000000000045,31.700000000000045,
HEIDELBERG,EQ,201.7,202.35,197.3,200.25,200.8,200.2,255470,5.09807985E7,0020-01-31,6919,INE578A01017,5.049999999999983,5.049999999999983,
HERCULES,EQ,96.45,97.7,94.1,94.95,94.5,96.1,10494,1000174.05,0020-01-31,376,INE688E01024,3.6000000000000085,3.6000000000000085,
HERITGFOOD,EQ,365.0,371.85,351.5,370.0,370.7,365.15,26037,9398046.85,0020-01-31,1808,INE978A01027,20.350000000000023,20.350000000000023,
HEROMOTOCO,EQ,2508.0,2521.9,2492.05,2501.85,2499.0,2482.3,574957,1.44300333325E9,0020-01-31,32535,INE158A01026,29.84999999999991,29.84999999999991,
HESTERBIO,EQ,1600.2,1606.45,1580.05,1595.15,1595.1,1609.65,2332,3715952.7,0020-01-31,262,INE782E01017,26.40000000000009,26.40000000000009,
HEXATRADEX,BE,12.4,13.25,12.4,12.5,12.5,13.0,28026,364491.45,0020-01-31,48,INE750M01017,0.8499999999999996,0.8499999999999996,
HEXAWARE,EQ,362.0,367.0,358.0,364.1,365.05,363.1,323817,1.1702382245E8,0020-01-31,6704,INE093A01033,9.0,9.0,
HFCL,EQ,17.0,17.15,16.9,16.95,16.95,17.0,1018579,1.73309245E7,0020-01-31,2223,INE548A01028,0.25,0.25,
HGINFRA,EQ,255.0,268.0,255.0,267.45,267.05,253.35,26706,7052798.4,0020-01-31,1222,INE926X01010,13.0,13.0,
HGS,EQ,661.0,678.95,661.0,675.4,675.0,675.0,6169,4165161.05,0020-01-31,177,INE170I01016,17.950000000000045,17.950000000000045,
HHOF1140RG,MF,8.68,8.78,8.62,8.72,8.72,8.67,12400,107757.0,0020-01-31,7,INF179KB1W87,0.16000000000000014,0.16000000000000014,
HIKAL,EQ,128.0,128.8,123.15,123.75,124.0,127.1,198832,2.484792795E7,0020-01-31,3065,INE475B01022,5.650000000000006,5.650000000000006,
HIL,EQ,1467.3,1467.3,1379.0,1393.95,1399.9,1443.1,7430,1.051172335E7,0020-01-31,821,INE557A01011,88.29999999999995,88.29999999999995,
HILTON,BE,13.0,13.5,13.0,13.3,13.25,13.1,14843,198312.75,0020-01-31,39,INE788H01017,0.5,0.5,
HIMATSEIDE,EQ,127.5,128.95,125.0,126.35,127.65,126.55,49201,6249164.8,0020-01-31,1151,INE049A01027,3.9499999999999886,3.9499999999999886,
HINDALCO,EQ,194.8,195.15,188.25,189.35,189.4,193.45,6008376,1.14979878785E9,0020-01-31,41427,INE038A01020,6.900000000000006,6.900000000000006,
HINDCOMPOS,EQ,213.0,217.0,205.0,209.95,209.9,212.8,2003,424855.8,0020-01-31,155,INE310C01029,12.0,12.0,
HINDCOPPER,EQ,43.65,43.9,42.3,42.45,42.6,43.4,524534,2.247508525E7,0020-01-31,2297,INE531E01026,1.6000000000000014,1.6000000000000014,
HINDMOTORS,EQ,5.65,5.65,5.55,5.65,5.65,5.6,28526,159944.45,0020-01-31,118,INE253A01025,0.10000000000000053,0.10000000000000053,
HINDNATGLS,BE,37.0,37.0,36.85,36.85,36.85,37.5,247,9109.75,0020-01-31,4,INE952A01022,0.14999999999999858,0.14999999999999858,
HINDOILEXP,EQ,104.5,105.0,102.5,103.15,103.0,104.5,99921,1.038483555E7,0020-01-31,2201,INE345A01011,2.5,2.5,
HINDPETRO,EQ,242.0,242.15,231.35,232.45,232.55,240.1,4595587,1.08268590185E9,0020-01-31,38460,INE094A01015,10.800000000000011,10.800000000000011,
HINDSYNTEX,BE,1.7,1.7,1.7,1.7,1.7,1.7,191,324.7,0020-01-31,2,INE155B01012,0.0,0.0,
HINDUNILVR,EQ,2064.0,2068.25,2020.05,2034.25,2038.9,2058.1,1930834,3.9383484537E9,0020-01-31,79082,INE030A01027,48.200000000000045,48.200000000000045,
HINDZINC,EQ,195.15,196.7,193.65,194.1,193.9,194.7,724986,1.4145651515E8,0020-01-31,9852,INE267A01025,3.049999999999983,3.049999999999983,
HIRECT,EQ,256.0,259.7,249.7,254.75,255.0,252.75,21991,5595384.4,0020-01-31,936,INE835D01023,10.0,10.0,
HISARMETAL,EQ,61.95,63.95,60.05,61.6,60.35,61.3,12197,750086.95,0020-01-31,229,INE598C01011,3.9000000000000057,3.9000000000000057,
HITECH,EQ,188.0,194.4,186.4,189.4,191.0,187.75,5392,1017909.4,0020-01-31,130,INE106T01017,8.0,8.0,
HITECHCORP,EQ,87.5,89.0,85.6,87.75,87.0,87.5,3184,279596.4,0020-01-31,42,INE120D01012,3.4000000000000057,3.4000000000000057,
HITECHGEAR,EQ,189.9,189.9,183.0,183.05,184.0,183.35,1546,285371.3,0020-01-31,95,INE127B01011,6.900000000000006,6.900000000000006,
HLVLTD,EQ,5.65,5.8,5.55,5.65,5.7,5.65,174968,983217.7,0020-01-31,170,INE102A01024,0.25,0.25,
HMT,BZ,13.25,13.9,13.15,13.75,13.75,13.8,377,4976.8,0020-01-31,10,INE262A01018,0.75,0.75,
HMVL,EQ,75.0,76.4,74.1,74.4,75.0,75.0,6223,464167.75,0020-01-31,80,INE871K01015,2.3000000000000114,2.3000000000000114,
HNDFDS,EQ,641.0,656.0,608.55,622.0,622.0,640.45,6067,3776788.2,0020-01-31,658,INE254N01018,47.450000000000045,47.450000000000045,
HNGSNGBEES,EQ,370.55,374.7,345.0,355.19,350.01,365.69,1060,376547.31,0020-01-31,106,INF204KB19I1,29.69999999999999,29.69999999999999,
HONAUT,EQ,28085.0,28150.0,27644.25,28002.25,27725.1,27893.55,586,1.6380499E7,0020-01-31,277,INE671A01010,505.75,505.75,
HONDAPOWER,EQ,1186.0,1217.9,1180.05,1198.75,1199.5,1189.5,2342,2803461.1,0020-01-31,255,INE634A01018,37.850000000000136,37.850000000000136,
HOVS,EQ,45.65,47.05,44.15,45.65,46.7,46.2,7082,318181.4,0020-01-31,108,INE596H01014,2.8999999999999986,2.8999999999999986,
HPIL,ST,41.6,41.6,41.4,41.4,41.4,41.9,9000,373500.0,0020-01-31,3,INE05X901010,0.20000000000000284,0.20000000000000284,
HPL,EQ,43.3,44.4,42.05,42.3,42.5,43.1,55082,2363846.7,0020-01-31,1220,INE495S01016,2.3500000000000014,2.3500000000000014,
HSCL,EQ,68.25,68.45,65.2,65.8,66.15,67.85,502639,3.331803165E7,0020-01-31,3800,INE019C01026,3.25,3.25,
HSIL,EQ,54.55,54.55,53.0,53.3,53.05,53.6,89683,4805421.3,0020-01-31,1227,INE415A01038,1.5499999999999972,1.5499999999999972,
HTMEDIA,EQ,16.0,16.0,15.4,15.7,15.4,15.9,71528,1130457.05,0020-01-31,297,INE501G01024,0.5999999999999996,0.5999999999999996,
HUBTOWN,BE,13.45,13.55,13.2,13.3,13.4,13.3,29645,393814.25,0020-01-31,61,INE703H01016,0.3500000000000014,0.3500000000000014,
HUDCO,EQ,42.5,42.6,41.2,41.3,41.4,42.2,1006963,4.198812395E7,0020-01-31,4336,INE031A01017,1.3999999999999986,1.3999999999999986,
HUDCO,N2,1222.05,1229.4,1220.05,1224.41,1229.4,1222.06,1702,2078493.45,0020-01-31,33,INE031A07840,9.350000000000136,10.750000000000135,
HUDCO,N3,1118.0,1118.0,1118.0,1118.0,1118.0,1124.9,450,503100.0,0020-01-31,3,INE031A07832,0.0,10.750000000000135,
HUDCO,N5,1124.99,1124.99,1122.0,1124.89,1122.0,1124.99,616,692946.0,0020-01-31,4,INE031A07865,2.990000000000009,13.740000000000144,
HUDCO,NB,1225.0,1230.0,1191.0,1220.2,1230.0,1220.0,450,550050.0,0020-01-31,6,INE031A07915,39.0,52.740000000000144,
HUDCO,NE,1327.88,1327.88,1310.0,1315.0,1315.0,1305.56,418,549713.88,0020-01-31,8,INE031A07AB2,17.88000000000011,70.62000000000026,
IBMFNIFTY,EQ,116.0,119.15,116.0,118.95,118.95,114.68,80,9449.1,0020-01-31,9,INF666M01FS5,3.1500000000000057,3.1500000000000057,
IBREALEST,EQ,103.5,106.85,103.5,106.5,104.65,101.8,6547467,6.9567696645E8,0020-01-31,14295,INE069I01010,3.3499999999999943,3.3499999999999943,
IBUCCREDIT,N7,840.6,840.6,840.6,840.6,840.6,840.6,1,840.6,0020-01-31,1,INE244L07127,0.0,0.0,
IBUCCREDIT,N9,795.8,795.8,795.8,795.8,795.8,792.6,20,15916.0,0020-01-31,1,INE244L07143,0.0,0.0,
IBUCCREDIT,NB,800.0,830.9,800.0,830.0,830.0,800.0,505,418385.0,0020-01-31,15,INE244L07168,30.899999999999977,30.899999999999977,
IBULHSGFIN,EQ,311.9,314.0,304.5,306.4,307.0,307.95,16975776,5.2280830457E9,0020-01-31,134580,INE148I01020,9.5,9.5,
IBULHSGFIN,N8,825.0,879.8,825.0,879.8,879.8,799.0,100,85240.0,0020-01-31,3,INE148I07GJ7,54.799999999999955,64.29999999999995,
IBULHSGFIN,NA,798.0,798.0,798.0,798.0,798.0,725.1,1,798.0,0020-01-31,1,INE148I07GL3,0.0,64.29999999999995,
IBULHSGFIN,NB,940.0,940.0,925.0,925.0,925.0,925.0,20,18725.0,0020-01-31,2,INE148I07GN9,15.0,79.29999999999995,
IBULISL,EQ,118.05,123.95,116.7,121.55,119.0,118.05,353353,4.28484423E7,0020-01-31,2283,INE126M01010,7.25,7.25,
IBVENTURES,E3,73.0,73.0,70.55,71.8,71.85,72.25,28302,2037957.0,0020-01-31,246,IN9274G01034,2.450000000000003,2.450000000000003,
IBVENTURES,EQ,179.45,181.35,173.5,176.45,176.3,177.75,3876523,6.9008346245E8,0020-01-31,11836,INE274G01010,7.849999999999994,10.299999999999997,
ICEMAKE,SM,52.0,52.0,52.0,52.0,52.0,52.4,2000,104000.0,0020-01-31,1,INE520Y01019,0.0,0.0,
ICFL,N1,970.0,970.0,965.0,965.0,965.0,955.0,40,38750.0,0020-01-31,2,INE614X07027,5.0,5.0,
ICFL,N3,924.0,949.0,921.1,944.97,945.0,927.0,590,552979.5,0020-01-31,12,INE614X07043,27.899999999999977,32.89999999999998,
ICFL,N8,782.0,782.0,782.0,782.0,782.0,930.0,50,39100.0,0020-01-31,1,INE614X07092,0.0,32.89999999999998,
ICFL,NC,900.0,900.0,900.0,900.0,900.0,901.0,1,900.0,0020-01-31,1,INE614X07159,0.0,32.89999999999998,
ICFL,NI,990.0,990.0,990.0,990.0,990.0,995.0,6,5940.0,0020-01-31,1,INE614X07217,0.0,32.89999999999998,
ICICI500,EQ,160.9,160.96,159.99,160.02,160.0,160.91,790,126726.69,0020-01-31,30,INF109KC1CZ3,0.9699999999999989,0.9699999999999989,
ICICIB22,EQ,34.14,34.14,33.38,33.47,33.49,33.76,955926,3.207100126E7,0020-01-31,3925,INF109KB15Y7,0.759999999999998,0.759999999999998,
ICICIBANK,EQ,530.0,532.75,522.4,525.65,525.8,532.2,16292578,8.59352140975E9,0020-01-31,151745,INE090A01021,10.350000000000023,10.350000000000023,
ICICIBANKN,EQ,310.54,311.7,308.2,310.33,310.31,307.27,1704718,5.3063618003E8,0020-01-31,344,INF109KC1E27,3.5,3.5,
ICICIBANKP,EQ,171.57,171.57,169.27,170.48,170.31,169.52,702,119649.82,0020-01-31,20,INF109KC1E35,2.299999999999983,2.299999999999983,
ICICIGI,EQ,1320.25,1340.0,1316.0,1318.4,1321.8,1327.95,201621,2.6693907645E8,0020-01-31,21361,INE765G01017,24.0,24.0,
ICICIGOLD,EQ,36.5,37.3,36.11,36.64,36.62,36.64,34416,1259513.96,0020-01-31,8107,INF109KC1NT3,1.1899999999999977,1.1899999999999977,
ICICILIQ,EQ,999.95,1000.0,999.95,999.99,1000.0,999.99,17527,1.752699273E7,0020-01-31,38,INF109KC1KT9,0.049999999999954525,0.049999999999954525,
ICICILOVOL,EQ,96.2,96.2,91.5,91.99,92.09,95.22,10246,947142.33,0020-01-31,296,INF109KB10T8,4.700000000000003,4.700000000000003,
ICICIM150,EQ,69.0,69.0,66.43,66.91,66.92,67.08,19210,1278374.78,0020-01-31,30,INF109KC1G82,2.569999999999993,2.569999999999993,
ICICIMCAP,EQ,68.76,68.76,67.64,67.72,67.66,68.52,11373,777878.08,0020-01-31,101,INF109KB1XT3,1.1200000000000045,1.1200000000000045,
ICICINF100,EQ,130.0,130.74,129.5,129.94,129.84,130.39,1712,222606.8,0020-01-31,68,INF109KA1962,1.240000000000009,1.240000000000009,
ICICINIFTY,EQ,126.65,127.8,126.05,126.24,126.47,126.81,94589,1.199616314E7,0020-01-31,5016,INF109K012R6,1.75,1.75,
ICICINV20,EQ,58.0,58.4,56.2,56.41,56.61,57.43,5912,334890.65,0020-01-31,394,INF109KB1WY5,2.1999999999999957,2.1999999999999957,
ICICINXT50,EQ,28.83,28.92,28.5,28.65,28.64,28.83,11974,344048.62,0020-01-31,274,INF109KC1NS5,0.4200000000000017,0.4200000000000017,
ICICIPRULI,EQ,525.15,526.85,508.85,510.95,512.0,521.7,1053162,5.4168161025E8,0020-01-31,28560,INE726G01019,18.0,18.0,
ICICISENSX,EQ,440.0,445.0,434.0,435.11,435.0,436.29,752,328834.65,0020-01-31,59,INF346A01034,11.0,11.0,
ICIL,EQ,53.95,54.5,52.95,53.25,53.0,53.6,161484,8620670.95,0020-01-31,1165,INE483B01026,1.5499999999999972,1.5499999999999972,
ICRA,EQ,2920.05,2944.75,2899.85,2900.2,2942.0,2901.7,8443,2.449047445E7,0020-01-31,557,INE725G01011,44.90000000000009,44.90000000000009,
IDBI,EQ,34.35,34.4,33.6,33.8,33.7,34.05,652812,2.219295645E7,0020-01-31,2085,INE008A01015,0.7999999999999972,0.7999999999999972,
IDBIGOLD,EQ,3731.0,3740.0,3722.0,3740.0,3740.0,3737.2,10,37363.0,0020-01-31,8,INF397L01554,18.0,18.0,
IDEA,EQ,5.3,5.45,5.1,5.3,5.3,5.2,163363094,8.669978689E8,0020-01-31,151988,INE669E01016,0.35000000000000053,0.35000000000000053,
IDFC,EQ,34.45,35.15,33.85,34.7,35.0,33.95,3185615,1.0938318595E8,0020-01-31,9274,INE043D01016,1.2999999999999972,1.2999999999999972,
IDFCFIRSTB,EQ,41.0,41.4,40.2,40.7,40.7,40.75,20967183,8.547419028E8,0020-01-31,34574,INE092T01019,1.1999999999999957,1.1999999999999957,
IDFCFIRSTB,N1,4952.95,5000.0,4952.95,5000.0,5000.0,4964.0,12,59714.85,0020-01-31,4,INE092T08CC6,47.05000000000018,48.25000000000018,
IDFCFIRSTB,N5,4950.0,5099.0,4950.0,5099.0,5099.0,4917.33,67,334970.85,0020-01-31,20,INE092T08CG7,149.0,197.25000000000017,
IDFCFIRSTB,N6,9633.01,9633.02,9633.01,9633.02,9633.02,9675.0,8,77064.11,0020-01-31,5,INE092T08CH5,0.010000000000218279,197.2600000000004,
IDFCFIRSTB,N8,9800.0,9800.0,9800.0,9800.0,9800.0,9795.0,4,39200.0,0020-01-31,1,INE092T08CJ1,0.0,197.2600000000004,
IDFCFIRSTB,N9,4970.01,4980.0,4970.0,4980.0,4980.0,4997.0,16,79600.04,0020-01-31,4,INE092T08CK9,10.0,207.2600000000004,
IDFCFIRSTB,NB,5220.0,5220.0,5220.0,5220.0,5220.0,5220.0,13,67860.0,0020-01-31,4,INE092T08CM5,0.0,207.2600000000004,
IDFCFIRSTB,NC,9325.01,9325.01,9315.01,9325.0,9325.0,9350.0,24,223724.08,0020-01-31,6,INE092T08CN3,10.0,217.2600000000004,
IDFNIFTYET,EQ,125.0,129.0,119.05,127.0,127.0,129.0,180,22501.84,0020-01-31,20,INF194KA1U07,9.950000000000003,9.950000000000003,
IEX,EQ,159.5,170.0,155.15,164.75,168.0,161.15,292260,4.71826711E7,0020-01-31,6926,INE022Q01020,14.849999999999994,14.849999999999994,
